Year,Age,StagYear,Form,LastSeen,AgeClass,animal,y_form,p_form,e_form,ABS,ABSY,ABSP,ABSO,Code
1973,13,1773_1973,7,14,3,OSSIA,NA,NA,7,NA,NA,NA,NA,1773
1990,9,4276_1990,5,11,2,OST81,NA,5,NA,NA,NA,NA,NA,4276
1992,11,4276_1992,5.5,11,2,OST81,NA,5.5,NA,NA,NA,NA,NA,4276
1991,10,4276_1991,6,11,2,OST81,NA,6,NA,NA,NA,NA,NA,4276
1988,7,4276_1988,5.5,11,1,OST81,5.5,NA,NA,NA,NA,NA,NA,4276
1987,6,4276_1987,4.5,11,1,OST81,4.5,NA,NA,NA,NA,NA,NA,4276
1973,3,1822_1973,4,3,1,OTA70,4,NA,NA,NA,NA,NA,NA,1822
1979,3,496_1979,4,12,1,OTA76,4,NA,NA,NA,NA,NA,NA,496
1980,4,496_1980,4.5,12,1,OTA76,4.5,NA,NA,NA,NA,NA,NA,496
1981,5,496_1981,5,12,1,OTA76,5,NA,NA,1,1,NA,NA,496
1982,6,496_1982,5.5,12,1,OTA76,5.5,NA,NA,0,0,NA,NA,496
1983,7,496_1983,4.625,12,1,OTA76,4.625,NA,NA,2,2,NA,NA,496
1984,8,496_1984,6,12,2,OTA76,NA,6,NA,5,NA,5,NA,496
1985,9,496_1985,6.5,12,2,OTA76,NA,6.5,NA,2,NA,2,NA,496
1986,10,496_1986,5.5,12,2,OTA76,NA,5.5,NA,6,NA,6,NA,496
1987,11,496_1987,6.25,12,2,OTA76,NA,6.25,NA,0,NA,0,NA,496
1988,12,496_1988,7,12,3,OTA76,NA,NA,7,0,NA,NA,0,496
1980,3,325_1980,4,6,1,OTA77,4,NA,NA,NA,NA,NA,NA,325
1982,5,325_1982,5,6,1,OTA77,5,NA,NA,NA,NA,NA,NA,325
1983,6,325_1983,5,6,1,OTA77,5,NA,NA,NA,NA,NA,NA,325
1981,4,325_1981,5,6,1,OTA77,5,NA,NA,NA,NA,NA,NA,325
1978,3,4265_1978,5,4,1,OTC75,5,NA,NA,NA,NA,NA,NA,4265
1979,4,4265_1979,4.5,4,1,OTC75,4.5,NA,NA,NA,NA,NA,NA,4265
1979,3,5024_1979,3,12,1,OTC76,3,NA,NA,NA,NA,NA,NA,5024
1980,4,5024_1980,4,12,1,OTC76,4,NA,NA,0,0,NA,NA,5024
1981,5,5024_1981,4,12,1,OTC76,4,NA,NA,0,0,NA,NA,5024
1982,6,5024_1982,3.5,12,1,OTC76,3.5,NA,NA,3,3,NA,NA,5024
1983,7,5024_1983,4,12,1,OTC76,4,NA,NA,0,0,NA,NA,5024
1984,8,5024_1984,4,12,2,OTC76,NA,4,NA,0,NA,0,NA,5024
1985,9,5024_1985,4,12,2,OTC76,NA,4,NA,2,NA,2,NA,5024
1986,10,5024_1986,4.25,12,2,OTC76,NA,4.25,NA,0,NA,0,NA,5024
1987,11,5024_1987,4.5,12,2,OTC76,NA,4.5,NA,2,NA,2,NA,5024
1988,12,5024_1988,4.75,12,3,OTC76,NA,NA,4.75,0,NA,NA,0,5024
2002,4,2880_2002,4,6,1,OVA98,4,NA,NA,1,1,NA,NA,2880
2004,6,2880_2004,4,6,1,OVA98,4,NA,NA,0,0,NA,NA,2880
2003,5,2880_2003,4,6,1,OVA98,4,NA,NA,0,0,NA,NA,2880
2001,3,2880_2001,2.5,6,1,OVA98,2.5,NA,NA,1,1,NA,NA,2880
2000,4,1024_2000,4.5,4,1,OXA96,4.5,NA,NA,NA,NA,NA,NA,1024
2003,6,534_2003,4,6,1,OXA97,4,NA,NA,NA,NA,NA,NA,534
2001,4,534_2001,3.5,6,1,OXA97,3.5,NA,NA,NA,NA,NA,NA,534
2014,5,249_2014,4,11,1,OXY09,4,NA,NA,0,0,NA,NA,249
2012,3,249_2012,2,11,1,OXY09,2,NA,NA,0,0,NA,NA,249
2013,4,249_2013,3,11,1,OXY09,3,NA,NA,0,0,NA,NA,249
2015,6,249_2015,4,11,1,OXY09,4,NA,NA,0,0,NA,NA,249
2016,7,249_2016,4.5,11,1,OXY09,4.5,NA,NA,1,1,NA,NA,249
2017,8,249_2017,4,11,2,OXY09,NA,4,NA,1,NA,1,NA,249
2018,9,249_2018,4,11,2,OXY09,NA,4,NA,3,NA,3,NA,249
2019,10,249_2019,4,11,2,OXY09,NA,4,NA,0,NA,0,NA,249
2020,11,249_2020,4,11,2,OXY09,NA,4,NA,0,NA,0,NA,249
2017,6,1394_2017,4,6,1,PACKH,4,NA,NA,2,2,NA,NA,1394
1980,5,4755_1980,3.5,5,1,PALEF,3.5,NA,NA,NA,NA,NA,NA,4755
2010,5,372_2010,4.5,5,1,PAN05,4.5,NA,NA,0,0,NA,NA,372
2009,4,372_2009,4,5,1,PAN05,4,NA,NA,NA,NA,NA,NA,372
2008,3,372_2008,3,5,1,PAN05,3,NA,NA,0,0,NA,NA,372
2010,7,2867_2010,5.5,7,1,PATCH,5.5,NA,NA,0,0,NA,NA,2867
2009,6,2867_2009,5,7,1,PATCH,5,NA,NA,0,0,NA,NA,2867
2010,4,1106_2010,5.5,4,1,PCL06,5.5,NA,NA,0,0,NA,NA,1106
2009,3,1106_2009,4,4,1,PCL06,4,NA,NA,0,0,NA,NA,1106
2010,4,299_2010,4,10,1,PCN06,4,NA,NA,1,1,NA,NA,299
2009,3,299_2009,3,10,1,PCN06,3,NA,NA,0,0,NA,NA,299
2014,8,299_2014,4.5,10,2,PCN06,NA,4.5,NA,0,NA,0,NA,299
2011,5,299_2011,4,10,1,PCN06,4,NA,NA,0,0,NA,NA,299
2012,6,299_2012,4.5,10,1,PCN06,4.5,NA,NA,1,1,NA,NA,299
2013,7,299_2013,5,10,1,PCN06,5,NA,NA,0,0,NA,NA,299
2015,9,299_2015,4.75,10,2,PCN06,NA,4.75,NA,0,NA,0,NA,299
2016,10,299_2016,4.5,10,2,PCN06,NA,4.5,NA,0,NA,0,NA,299
1985,3,4193_1985,3,9,1,PEC82,3,NA,NA,NA,NA,NA,NA,4193
1986,4,4193_1986,4,9,1,PEC82,4,NA,NA,NA,NA,NA,NA,4193
1987,5,4193_1987,4.5,9,1,PEC82,4.5,NA,NA,0,0,NA,NA,4193
1988,6,4193_1988,4.5,9,1,PEC82,4.5,NA,NA,0,0,NA,NA,4193
1989,7,4193_1989,4.5,9,1,PEC82,4.5,NA,NA,0,0,NA,NA,4193
1990,8,4193_1990,4.5,9,2,PEC82,NA,4.5,NA,0,NA,0,NA,4193
1991,9,4193_1991,5,9,2,PEC82,NA,5,NA,0,NA,0,NA,4193
1987,3,3256_1987,3.5,4,1,PEC84,3.5,NA,NA,NA,NA,NA,NA,3256
1988,4,3256_1988,5,4,1,PEC84,5,NA,NA,0,0,NA,NA,3256
1988,3,5058_1988,2.5,13,1,PEC85,2.5,NA,NA,NA,NA,NA,NA,5058
1989,4,5058_1989,3,13,1,PEC85,3,NA,NA,0,0,NA,NA,5058
1990,5,5058_1990,4.125,13,1,PEC85,4.125,NA,NA,0,0,NA,NA,5058
1991,6,5058_1991,4,13,1,PEC85,4,NA,NA,1,1,NA,NA,5058
1992,7,5058_1992,4,13,1,PEC85,4,NA,NA,NA,NA,NA,NA,5058
1993,8,5058_1993,4.25,13,2,PEC85,NA,4.25,NA,NA,NA,NA,NA,5058
1994,9,5058_1994,4,13,2,PEC85,NA,4,NA,1,NA,1,NA,5058
1995,10,5058_1995,4,13,2,PEC85,NA,4,NA,0,NA,0,NA,5058
1996,11,5058_1996,4,13,2,PEC85,NA,4,NA,NA,NA,NA,NA,5058
1997,12,5058_1997,4.5,13,3,PEC85,NA,NA,4.5,NA,NA,NA,NA,5058
1998,13,5058_1998,4,13,3,PEC85,NA,NA,4,NA,NA,NA,NA,5058
1990,3,947_1990,4,3,1,PEC87,4,NA,NA,NA,NA,NA,NA,947
1992,3,4115_1992,4.5,12,1,PEC89,4.5,NA,NA,0,0,NA,NA,4115
1993,4,4115_1993,4,12,1,PEC89,4,NA,NA,0,0,NA,NA,4115
1994,5,4115_1994,4,12,1,PEC89,4,NA,NA,NA,NA,NA,NA,4115
1995,6,4115_1995,5,12,1,PEC89,5,NA,NA,NA,NA,NA,NA,4115
1996,7,4115_1996,3,12,1,PEC89,3,NA,NA,NA,NA,NA,NA,4115
1997,8,4115_1997,6,12,2,PEC89,NA,6,NA,NA,NA,NA,NA,4115
1998,9,4115_1998,6.5,12,2,PEC89,NA,6.5,NA,NA,NA,NA,NA,4115
1999,10,4115_1999,8,12,2,PEC89,NA,8,NA,NA,NA,NA,NA,4115
2001,12,4115_2001,6,12,3,PEC89,NA,NA,6,NA,NA,NA,NA,4115
2000,11,4115_2000,7.5,12,2,PEC89,NA,7.5,NA,NA,NA,NA,NA,4115
1993,3,829_1993,3.5,9,1,PEC90,3.5,NA,NA,0,0,NA,NA,829
1994,4,829_1994,4,9,1,PEC90,4,NA,NA,NA,NA,NA,NA,829
1995,5,829_1995,4.5,9,1,PEC90,4.5,NA,NA,NA,NA,NA,NA,829
1996,6,829_1996,2.5,9,1,PEC90,2.5,NA,NA,0,0,NA,NA,829
1997,7,829_1997,5,9,1,PEC90,5,NA,NA,0,0,NA,NA,829
1998,8,829_1998,5.5,9,2,PEC90,NA,5.5,NA,1,NA,1,NA,829
1999,9,829_1999,5.75,9,2,PEC90,NA,5.75,NA,0,NA,0,NA,829
1992,3,1979_1992,3,10,1,PEL89,3,NA,NA,NA,NA,NA,NA,1979
1993,4,1979_1993,4,10,1,PEL89,4,NA,NA,NA,NA,NA,NA,1979
1994,5,1979_1994,3.5,10,1,PEL89,3.5,NA,NA,NA,NA,NA,NA,1979
1997,8,1979_1997,4.5,10,2,PEL89,NA,4.5,NA,0,NA,0,NA,1979
1998,9,1979_1998,4.5,10,2,PEL89,NA,4.5,NA,NA,NA,NA,NA,1979
1999,10,1979_1999,4,10,2,PEL89,NA,4,NA,NA,NA,NA,NA,1979
1996,7,1979_1996,4,10,1,PEL89,4,NA,NA,NA,NA,NA,NA,1979
1995,6,1979_1995,3.5,10,1,PEL89,3.5,NA,NA,0,0,NA,NA,1979
1988,3,1457_1988,3.75,13,1,PEP85,3.75,NA,NA,NA,NA,NA,NA,1457
1989,4,1457_1989,4,13,1,PEP85,4,NA,NA,NA,NA,NA,NA,1457
1990,5,1457_1990,5,13,1,PEP85,5,NA,NA,NA,NA,NA,NA,1457
1991,6,1457_1991,5,13,1,PEP85,5,NA,NA,NA,NA,NA,NA,1457
1992,7,1457_1992,6,13,1,PEP85,6,NA,NA,NA,NA,NA,NA,1457
1993,8,1457_1993,5,13,2,PEP85,NA,5,NA,NA,NA,NA,NA,1457
1994,9,1457_1994,5.5,13,2,PEP85,NA,5.5,NA,0,NA,0,NA,1457
1996,11,1457_1996,2.5,13,2,PEP85,NA,2.5,NA,NA,NA,NA,NA,1457
1998,13,1457_1998,6.5,13,3,PEP85,NA,NA,6.5,NA,NA,NA,NA,1457
1997,12,1457_1997,5.5,13,3,PEP85,NA,NA,5.5,NA,NA,NA,NA,1457
1989,3,3460_1989,3,6,1,PEP86,3,NA,NA,NA,NA,NA,NA,3460
1990,4,3460_1990,3.25,6,1,PEP86,3.25,NA,NA,NA,NA,NA,NA,3460
1991,5,3460_1991,4.5,6,1,PEP86,4.5,NA,NA,NA,NA,NA,NA,3460
1992,6,3460_1992,4,6,1,PEP86,4,NA,NA,0,0,NA,NA,3460
1991,3,5273_1991,4,5,1,PEP88,4,NA,NA,NA,NA,NA,NA,5273
1993,5,5273_1993,4,5,1,PEP88,4,NA,NA,NA,NA,NA,NA,5273
1992,4,5273_1992,3,5,1,PEP88,3,NA,NA,0,0,NA,NA,5273
1998,3,3305_1998,2,3,1,PEP95,2,NA,NA,NA,NA,NA,NA,3305
2005,10,5734_2005,5,15,2,PERCY,NA,5,NA,5,NA,5,NA,5734
2010,15,5734_2010,5.5,15,3,PERCY,NA,NA,5.5,2,NA,NA,2,5734
2009,14,5734_2009,5,15,3,PERCY,NA,NA,5,5,NA,NA,5,5734
2008,13,5734_2008,5,15,3,PERCY,NA,NA,5,4,NA,NA,4,5734
2007,12,5734_2007,5,15,3,PERCY,NA,NA,5,7,NA,NA,7,5734
2004,9,5734_2004,5,15,2,PERCY,NA,5,NA,1,NA,1,NA,5734
2006,11,5734_2006,5,15,2,PERCY,NA,5,NA,5,NA,5,NA,5734
2009,12,3828_2009,5,12,3,PERRN,NA,NA,5,0,NA,NA,0,3828
2008,11,3828_2008,4.5,12,2,PERRN,NA,4.5,NA,1,NA,1,NA,3828
2007,10,3828_2007,5,12,2,PERRN,NA,5,NA,1,NA,1,NA,3828
2004,7,3828_2004,4,12,1,PERRN,4,NA,NA,0,0,NA,NA,3828
1982,4,5678_1982,4.5,4,1,PGB78,4.5,NA,NA,NA,NA,NA,NA,5678
1981,3,5678_1981,3,4,1,PGB78,3,NA,NA,NA,NA,NA,NA,5678
1984,3,1902_1984,4,5,1,PGB81,4,NA,NA,NA,NA,NA,NA,1902
1986,5,1902_1986,3.75,5,1,PGB81,3.75,NA,NA,0,0,NA,NA,1902
1978,8,2563_1978,6,11,2,PHANT,NA,6,NA,1,NA,1,NA,2563
1980,10,2563_1980,7.5,11,2,PHANT,NA,7.5,NA,4,NA,4,NA,2563
1981,11,2563_1981,7.5,11,2,PHANT,NA,7.5,NA,11,NA,11,NA,2563
1979,9,2563_1979,7.25,11,2,PHANT,NA,7.25,NA,3,NA,3,NA,2563
1997,3,4002_1997,5.5,6,1,PHL94,5.5,NA,NA,0,0,NA,NA,4002
2000,6,4002_2000,6.5,6,1,PHL94,6.5,NA,NA,NA,NA,NA,NA,4002
1999,5,4002_1999,6.5,6,1,PHL94,6.5,NA,NA,0,0,NA,NA,4002
1998,4,4002_1998,6,6,1,PHL94,6,NA,NA,NA,NA,NA,NA,4002
1993,3,1610_1993,2,9,1,PIC90,2,NA,NA,0,0,NA,NA,1610
1994,4,1610_1994,3.625,9,1,PIC90,3.625,NA,NA,0,0,NA,NA,1610
1995,5,1610_1995,4.5,9,1,PIC90,4.5,NA,NA,NA,NA,NA,NA,1610
1997,7,1610_1997,3,9,1,PIC90,3,NA,NA,0,0,NA,NA,1610
1998,8,1610_1998,3.5,9,2,PIC90,NA,3.5,NA,0,NA,0,NA,1610
1999,9,1610_1999,4.5,9,2,PIC90,NA,4.5,NA,1,NA,1,NA,1610
1997,4,3879_1997,3,4,1,PIC93,3,NA,NA,0,0,NA,NA,3879
1998,4,3795_1998,4,4,1,PIC94,4,NA,NA,0,0,NA,NA,3795
1997,3,3795_1997,4,4,1,PIC94,4,NA,NA,0,0,NA,NA,3795
1999,3,368_1999,4,4,1,PIC96,4,NA,NA,NA,NA,NA,NA,368
2000,4,368_2000,4,4,1,PIC96,4,NA,NA,NA,NA,NA,NA,368
1998,4,4101_1998,5.5,4,1,PID94,5.5,NA,NA,NA,NA,NA,NA,4101
1997,3,4101_1997,5,4,1,PID94,5,NA,NA,0,0,NA,NA,4101
1999,3,4302_1999,4,7,1,PID96,4,NA,NA,0,0,NA,NA,4302
2001,5,4302_2001,5,7,1,PID96,5,NA,NA,0,0,NA,NA,4302
2002,6,4302_2002,5,7,1,PID96,5,NA,NA,NA,NA,NA,NA,4302
2003,7,4302_2003,4.5,7,1,PID96,4.5,NA,NA,NA,NA,NA,NA,4302
2000,4,4302_2000,4.25,7,1,PID96,4.25,NA,NA,0,0,NA,NA,4302
2012,5,5010_2012,5,5,1,PIMPE,5,NA,NA,0,0,NA,NA,5010
1978,4,3591_1978,5,11,1,PIN74,5,NA,NA,NA,NA,NA,NA,3591
1979,5,3591_1979,5,11,1,PIN74,5,NA,NA,NA,NA,NA,NA,3591
1980,6,3591_1980,5.25,11,1,PIN74,5.25,NA,NA,NA,NA,NA,NA,3591
1981,7,3591_1981,5.5,11,1,PIN74,5.5,NA,NA,NA,NA,NA,NA,3591
1982,8,3591_1982,4.625,11,2,PIN74,NA,4.625,NA,0,NA,0,NA,3591
1983,9,3591_1983,4.5,11,2,PIN74,NA,4.5,NA,0,NA,0,NA,3591
1984,10,3591_1984,4.625,11,2,PIN74,NA,4.625,NA,0,NA,0,NA,3591
1985,11,3591_1985,4.5,11,2,PIN74,NA,4.5,NA,NA,NA,NA,NA,3591
1977,3,3591_1977,4,11,1,PIN74,4,NA,NA,NA,NA,NA,NA,3591
1988,10,79_1988,4,10,2,PLIED,NA,4,NA,0,NA,0,NA,79
1987,9,79_1987,3.5,10,2,PLIED,NA,3.5,NA,NA,NA,NA,NA,79
1982,3,1395_1982,3,9,1,PLO79,3,NA,NA,NA,NA,NA,NA,1395
1983,4,1395_1983,4,9,1,PLO79,4,NA,NA,0,0,NA,NA,1395
1984,5,1395_1984,4,9,1,PLO79,4,NA,NA,0,0,NA,NA,1395
1985,6,1395_1985,5,9,1,PLO79,5,NA,NA,0,0,NA,NA,1395
1987,8,1395_1987,5,9,2,PLO79,NA,5,NA,0,NA,0,NA,1395
1988,9,1395_1988,4.75,9,2,PLO79,NA,4.75,NA,0,NA,0,NA,1395
1986,7,1395_1986,4.75,9,1,PLO79,4.75,NA,NA,0,0,NA,NA,1395
1987,3,507_1987,3,6,1,PLO84,3,NA,NA,0,0,NA,NA,507
1988,4,507_1988,4.5,6,1,PLO84,4.5,NA,NA,0,0,NA,NA,507
1989,5,507_1989,3.5,6,1,PLO84,3.5,NA,NA,0,0,NA,NA,507
1990,6,507_1990,4.5,6,1,PLO84,4.5,NA,NA,0,0,NA,NA,507
1987,3,2956_1987,3,7,1,PLU84,3,NA,NA,NA,NA,NA,NA,2956
1988,4,2956_1988,4,7,1,PLU84,4,NA,NA,0,0,NA,NA,2956
1991,7,2956_1991,4,7,1,PLU84,4,NA,NA,NA,NA,NA,NA,2956
1990,6,2956_1990,4.5,7,1,PLU84,4.5,NA,NA,0,0,NA,NA,2956
1989,5,2956_1989,4,7,1,PLU84,4,NA,NA,0,0,NA,NA,2956
1988,3,5503_1988,2.5,3,1,PLU85,2.5,NA,NA,NA,NA,NA,NA,5503
2004,3,5448_2004,2,6,1,POM01,2,NA,NA,NA,NA,NA,NA,5448
2007,6,5448_2007,4,6,1,POM01,4,NA,NA,NA,NA,NA,NA,5448
2006,5,5448_2006,3.5,6,1,POM01,3.5,NA,NA,NA,NA,NA,NA,5448
2005,4,5448_2005,3,6,1,POM01,3,NA,NA,0,0,NA,NA,5448
2000,6,4565_2000,6,6,1,POPEY,6,NA,NA,0,0,NA,NA,4565
2017,3,3810_2017,4,6,1,PPL14,4,NA,NA,0,0,NA,NA,3810
2018,4,3810_2018,4,6,1,PPL14,4,NA,NA,0,0,NA,NA,3810
2019,5,3810_2019,5,6,1,PPL14,5,NA,NA,1,1,NA,NA,3810
2020,6,3810_2020,4,6,1,PPL14,4,NA,NA,NA,NA,NA,NA,3810
2019,3,5018_2019,3,4,1,PPL16,3,NA,NA,NA,NA,NA,NA,5018
2020,4,5018_2020,4,4,1,PPL16,4,NA,NA,0,0,NA,NA,5018
2017,3,783_2017,4,3,1,PRC14,4,NA,NA,0,0,NA,NA,783
1983,3,1166_1983,4,3,1,PRI80,4,NA,NA,NA,NA,NA,NA,1166
1986,3,1060_1986,4,5,1,PRI83,4,NA,NA,NA,NA,NA,NA,1060
1988,5,1060_1988,3.75,5,1,PRI83,3.75,NA,NA,NA,NA,NA,NA,1060
1989,4,1929_1989,4,6,1,PRI85,4,NA,NA,NA,NA,NA,NA,1929
1991,6,1929_1991,4.5,6,1,PRI85,4.5,NA,NA,NA,NA,NA,NA,1929
1990,5,1929_1990,4.125,6,1,PRI85,4.125,NA,NA,NA,NA,NA,NA,1929
1986,3,2092_1986,3.5,11,1,PRK83,3.5,NA,NA,NA,NA,NA,NA,2092
1990,7,2092_1990,4.625,11,1,PRK83,4.625,NA,NA,NA,NA,NA,NA,2092
1992,9,2092_1992,5,11,2,PRK83,NA,5,NA,0,NA,0,NA,2092
1993,10,2092_1993,4.5,11,2,PRK83,NA,4.5,NA,0,NA,0,NA,2092
1994,11,2092_1994,5,11,2,PRK83,NA,5,NA,0,NA,0,NA,2092
1991,8,2092_1991,5,11,2,PRK83,NA,5,NA,1,NA,1,NA,2092
1989,6,2092_1989,5,11,1,PRK83,5,NA,NA,0,0,NA,NA,2092
1988,5,2092_1988,5.5,11,1,PRK83,5.5,NA,NA,0,0,NA,NA,2092
1987,4,2092_1987,4,11,1,PRK83,4,NA,NA,0,0,NA,NA,2092
2004,3,5743_2004,4,6,1,PRN01,4,NA,NA,NA,NA,NA,NA,5743
2006,5,5743_2006,4,6,1,PRN01,4,NA,NA,1,1,NA,NA,5743
2007,6,5743_2007,4.5,6,1,PRN01,4.5,NA,NA,NA,NA,NA,NA,5743
2005,4,5743_2005,4,6,1,PRN01,4,NA,NA,0,0,NA,NA,5743
2003,4,2869_2003,4.5,6,1,PRN99,4.5,NA,NA,NA,NA,NA,NA,2869
2005,6,2869_2005,5.5,6,1,PRN99,5.5,NA,NA,4,4,NA,NA,2869
2004,5,2869_2004,4,6,1,PRN99,4,NA,NA,1,1,NA,NA,2869
