Year,Age,StagYear,Form,LastSeen,AgeClass,animal,y_form,p_form,e_form,ABS,ABSY,ABSP,ABSO,Code
1978,6,2525_1978,5,7,1,CAI72,5,NA,NA,0,0,NA,NA,2525
1979,7,2525_1979,4.5,7,1,CAI72,4.5,NA,NA,NA,NA,NA,NA,2525
1977,3,5868_1977,4,3,1,CAI74,4,NA,NA,NA,NA,NA,NA,5868
2016,3,4652_2016,5,4,1,CAM13,5,NA,NA,0,0,NA,NA,4652
2017,4,4652_2017,5.5,4,1,CAM13,5.5,NA,NA,NA,NA,NA,NA,4652
1984,3,4271_1984,1.75,11,1,CAN81,1.75,NA,NA,NA,NA,NA,NA,4271
1985,4,4271_1985,3,11,1,CAN81,3,NA,NA,NA,NA,NA,NA,4271
1986,5,4271_1986,5,11,1,CAN81,5,NA,NA,NA,NA,NA,NA,4271
1987,6,4271_1987,5,11,1,CAN81,5,NA,NA,0,0,NA,NA,4271
1988,7,4271_1988,5,11,1,CAN81,5,NA,NA,0,0,NA,NA,4271
1991,10,4271_1991,5,11,2,CAN81,NA,5,NA,0,NA,0,NA,4271
1992,11,4271_1992,5,11,2,CAN81,NA,5,NA,0,NA,0,NA,4271
1990,9,4271_1990,5,11,2,CAN81,NA,5,NA,NA,NA,NA,NA,4271
1988,3,3658_1988,2,3,1,CAN85,2,NA,NA,NA,NA,NA,NA,3658
1987,6,5069_1987,5,6,1,CAR81,5,NA,NA,NA,NA,NA,NA,5069
1988,4,1936_1988,5,4,1,CAR84,5,NA,NA,NA,NA,NA,NA,1936
1987,3,1936_1987,3.75,4,1,CAR84,3.75,NA,NA,NA,NA,NA,NA,1936
1974,9,5813_1974,4.5,10,2,CASSI,NA,4.5,NA,NA,NA,NA,NA,5813
1975,10,5813_1975,4,10,2,CASSI,NA,4,NA,NA,NA,NA,NA,5813
1973,8,5813_1973,4,10,2,CASSI,NA,4,NA,NA,NA,NA,NA,5813
2006,4,5217_2006,5.5,4,1,CAY02,5.5,NA,NA,NA,NA,NA,NA,5217
2014,3,114_2014,4,6,1,CBH11,4,NA,NA,0,0,NA,NA,114
2015,4,114_2015,4,6,1,CBH11,4,NA,NA,0,0,NA,NA,114
2016,5,114_2016,5,6,1,CBH11,5,NA,NA,1,1,NA,NA,114
2017,6,114_2017,6,6,1,CBH11,6,NA,NA,NA,NA,NA,NA,114
2018,3,3829_2018,3.75,4,1,CBH15,3.75,NA,NA,0,0,NA,NA,3829
2019,4,3829_2019,4,4,1,CBH15,4,NA,NA,NA,NA,NA,NA,3829
2018,3,2398_2018,4,4,1,CCH15,4,NA,NA,0,0,NA,NA,2398
2019,4,2398_2019,5,4,1,CCH15,5,NA,NA,NA,NA,NA,NA,2398
2019,3,5573_2019,3.5,4,1,CCH16,3.5,NA,NA,0,0,NA,NA,5573
2020,4,5573_2020,5,4,1,CCH16,5,NA,NA,0,0,NA,NA,5573
2002,7,3730_2002,7,7,1,CCO95,7,NA,NA,NA,NA,NA,NA,3730
2001,6,3730_2001,4.5,7,1,CCO95,4.5,NA,NA,0,0,NA,NA,3730
2000,5,3730_2000,6.5,7,1,CCO95,6.5,NA,NA,NA,NA,NA,NA,3730
1999,4,3730_1999,5.75,7,1,CCO95,5.75,NA,NA,NA,NA,NA,NA,3730
1998,3,3730_1998,5,7,1,CCO95,5,NA,NA,NA,NA,NA,NA,3730
1973,9,5904_1973,5.25,11,2,CECIL,NA,5.25,NA,NA,NA,NA,NA,5904
1974,10,5904_1974,6.5,11,2,CECIL,NA,6.5,NA,NA,NA,NA,NA,5904
1975,11,5904_1975,6.5,11,2,CECIL,NA,6.5,NA,NA,NA,NA,NA,5904
2005,10,4717_2005,5.5,14,2,CEDRI,NA,5.5,NA,8,NA,8,NA,4717
2006,11,4717_2006,5.5,14,2,CEDRI,NA,5.5,NA,6,NA,6,NA,4717
2009,14,4717_2009,4.5,14,3,CEDRI,NA,NA,4.5,0,NA,NA,0,4717
2008,13,4717_2008,4.5,14,3,CEDRI,NA,NA,4.5,0,NA,NA,0,4717
2007,12,4717_2007,6,14,3,CEDRI,NA,NA,6,3,NA,NA,3,4717
2004,9,4717_2004,5,14,2,CEDRI,NA,5,NA,2,NA,2,NA,4717
2003,8,4717_2003,5.125,14,2,CEDRI,NA,5.125,NA,3,NA,3,NA,4717
2000,3,2514_2000,3.25,8,1,CEL97,3.25,NA,NA,0,0,NA,NA,2514
2001,4,2514_2001,4,8,1,CEL97,4,NA,NA,NA,NA,NA,NA,2514
2002,5,2514_2002,4,8,1,CEL97,4,NA,NA,NA,NA,NA,NA,2514
2003,6,2514_2003,4,8,1,CEL97,4,NA,NA,0,0,NA,NA,2514
2004,7,2514_2004,4.5,8,1,CEL97,4.5,NA,NA,4,4,NA,NA,2514
2005,8,2514_2005,4.5,8,2,CEL97,NA,4.5,NA,3,NA,3,NA,2514
2011,3,2259_2011,3.5,3,1,CER08,3.5,NA,NA,0,0,NA,NA,2259
2018,3,3715_2018,3,5,1,CET15,3,NA,NA,NA,NA,NA,NA,3715
2019,4,3715_2019,4,5,1,CET15,4,NA,NA,0,0,NA,NA,3715
2020,5,3715_2020,4,5,1,CET15,4,NA,NA,0,0,NA,NA,3715
1987,3,1206_1987,4,12,1,CFU84,4,NA,NA,0,0,NA,NA,1206
1988,4,1206_1988,5,12,1,CFU84,5,NA,NA,0,0,NA,NA,1206
1989,5,1206_1989,5.625,12,1,CFU84,5.625,NA,NA,0,0,NA,NA,1206
1990,6,1206_1990,6,12,1,CFU84,6,NA,NA,NA,NA,NA,NA,1206
1991,7,1206_1991,5.25,12,1,CFU84,5.25,NA,NA,NA,NA,NA,NA,1206
1992,8,1206_1992,5,12,2,CFU84,NA,5,NA,NA,NA,NA,NA,1206
1993,9,1206_1993,5.5,12,2,CFU84,NA,5.5,NA,NA,NA,NA,NA,1206
1994,10,1206_1994,5.5,12,2,CFU84,NA,5.5,NA,NA,NA,NA,NA,1206
1995,11,1206_1995,5.5,12,2,CFU84,NA,5.5,NA,NA,NA,NA,NA,1206
1996,12,1206_1996,5,12,3,CFU84,NA,NA,5,NA,NA,NA,NA,1206
1988,3,3436_1988,3,7,1,CFU85,3,NA,NA,NA,NA,NA,NA,3436
1989,4,3436_1989,4.125,7,1,CFU85,4.125,NA,NA,NA,NA,NA,NA,3436
1990,5,3436_1990,4,7,1,CFU85,4,NA,NA,0,0,NA,NA,3436
1991,6,3436_1991,4,7,1,CFU85,4,NA,NA,0,0,NA,NA,3436
1992,7,3436_1992,4,7,1,CFU85,4,NA,NA,0,0,NA,NA,3436
2000,3,3777_2000,3,8,1,CGH97,3,NA,NA,0,0,NA,NA,3777
2002,5,3777_2002,4.5,8,1,CGH97,4.5,NA,NA,0,0,NA,NA,3777
2003,6,3777_2003,4,8,1,CGH97,4,NA,NA,0,0,NA,NA,3777
2005,8,3777_2005,4.5,8,2,CGH97,NA,4.5,NA,NA,NA,NA,NA,3777
2004,7,3777_2004,4,8,1,CGH97,4,NA,NA,NA,NA,NA,NA,3777
1983,11,331_1983,5,11,2,CHE72,NA,5,NA,NA,NA,NA,NA,331
1978,6,331_1978,6,11,1,CHE72,6,NA,NA,NA,NA,NA,NA,331
1982,10,331_1982,6.5,11,2,CHE72,NA,6.5,NA,NA,NA,NA,NA,331
1981,9,331_1981,5.5,11,2,CHE72,NA,5.5,NA,0,NA,0,NA,331
1980,8,331_1980,4.5,11,2,CHE72,NA,4.5,NA,NA,NA,NA,NA,331
1979,7,331_1979,5,11,1,CHE72,5,NA,NA,NA,NA,NA,NA,331
1977,5,331_1977,5,11,1,CHE72,5,NA,NA,NA,NA,NA,NA,331
1978,3,4893_1978,3,8,1,CHE75,3,NA,NA,NA,NA,NA,NA,4893
1979,4,4893_1979,4.625,8,1,CHE75,4.625,NA,NA,NA,NA,NA,NA,4893
1980,5,4893_1980,5.25,8,1,CHE75,5.25,NA,NA,NA,NA,NA,NA,4893
1981,6,4893_1981,5,8,1,CHE75,5,NA,NA,NA,NA,NA,NA,4893
1982,7,4893_1982,4.5,8,1,CHE75,4.5,NA,NA,NA,NA,NA,NA,4893
1983,8,4893_1983,5,8,2,CHE75,NA,5,NA,NA,NA,NA,NA,4893
1979,3,3201_1979,3,9,1,CHE76,3,NA,NA,NA,NA,NA,NA,3201
1980,4,3201_1980,4,9,1,CHE76,4,NA,NA,NA,NA,NA,NA,3201
1981,5,3201_1981,4,9,1,CHE76,4,NA,NA,NA,NA,NA,NA,3201
1982,6,3201_1982,4,9,1,CHE76,4,NA,NA,0,0,NA,NA,3201
1983,7,3201_1983,4,9,1,CHE76,4,NA,NA,0,0,NA,NA,3201
1984,8,3201_1984,4.5,9,2,CHE76,NA,4.5,NA,0,NA,0,NA,3201
1985,9,3201_1985,4,9,2,CHE76,NA,4,NA,0,NA,0,NA,3201
1988,7,78_1988,6.5,10,1,CHEST,6.5,NA,NA,NA,NA,NA,NA,78
1989,8,78_1989,5.5,10,2,CHEST,NA,5.5,NA,NA,NA,NA,NA,78
1990,9,78_1990,6.5,10,2,CHEST,NA,6.5,NA,NA,NA,NA,NA,78
1991,10,78_1991,6.5,10,2,CHEST,NA,6.5,NA,NA,NA,NA,NA,78
1987,6,78_1987,6,10,1,CHEST,6,NA,NA,0,0,NA,NA,78
1986,5,78_1986,5,10,1,CHEST,5,NA,NA,NA,NA,NA,NA,78
1985,4,78_1985,5,10,1,CHEST,5,NA,NA,0,0,NA,NA,78
2012,3,3195_2012,2,9,1,CHK09,2,NA,NA,NA,NA,NA,NA,3195
2015,6,3195_2015,6.5,9,1,CHK09,6.5,NA,NA,0,0,NA,NA,3195
2016,7,3195_2016,7.75,9,1,CHK09,7.75,NA,NA,1,1,NA,NA,3195
2017,8,3195_2017,8,9,2,CHK09,NA,8,NA,0,NA,0,NA,3195
2018,9,3195_2018,6.5,9,2,CHK09,NA,6.5,NA,0,NA,0,NA,3195
2003,3,857_2003,4,3,1,CHL00,4,NA,NA,NA,NA,NA,NA,857
1999,3,4373_1999,3.5,5,1,CHL96,3.5,NA,NA,0,0,NA,NA,4373
2001,5,4373_2001,4,5,1,CHL96,4,NA,NA,NA,NA,NA,NA,4373
2001,3,4879_2001,3,4,1,CHL98,3,NA,NA,NA,NA,NA,NA,4879
2002,4,4879_2002,4,4,1,CHL98,4,NA,NA,NA,NA,NA,NA,4879
2014,4,1458_2014,2,10,1,CHM10,2,NA,NA,0,0,NA,NA,1458
2015,5,1458_2015,2.75,10,1,CHM10,2.75,NA,NA,1,1,NA,NA,1458
2016,6,1458_2016,4,10,1,CHM10,4,NA,NA,0,0,NA,NA,1458
2017,7,1458_2017,4,10,1,CHM10,4,NA,NA,0,0,NA,NA,1458
2018,8,1458_2018,3.5,10,2,CHM10,NA,3.5,NA,0,NA,0,NA,1458
2019,9,1458_2019,4,10,2,CHM10,NA,4,NA,1,NA,1,NA,1458
2020,10,1458_2020,4,10,2,CHM10,NA,4,NA,0,NA,0,NA,1458
2018,4,1250_2018,2,4,1,CHM14,2,NA,NA,0,0,NA,NA,1250
2019,4,1101_2019,3,5,1,CHM15,3,NA,NA,0,0,NA,NA,1101
2020,5,1101_2020,4,5,1,CHM15,4,NA,NA,0,0,NA,NA,1101
2020,4,3069_2020,2.5,4,1,CHM16,2.5,NA,NA,0,0,NA,NA,3069
2008,7,2561_2008,3.5,7,1,CHN01,3.5,NA,NA,NA,NA,NA,NA,2561
2007,6,2561_2007,3.5,7,1,CHN01,3.5,NA,NA,0,0,NA,NA,2561
2006,5,2561_2006,2.5,7,1,CHN01,2.5,NA,NA,0,0,NA,NA,2561
2005,4,2561_2005,4,7,1,CHN01,4,NA,NA,0,0,NA,NA,2561
2009,4,5817_2009,4,4,1,CHN05,4,NA,NA,NA,NA,NA,NA,5817
1993,3,704_1993,4,12,1,CHP90,4,NA,NA,NA,NA,NA,NA,704
1994,4,704_1994,4,12,1,CHP90,4,NA,NA,NA,NA,NA,NA,704
1997,7,704_1997,4,12,1,CHP90,4,NA,NA,0,0,NA,NA,704
1998,8,704_1998,4,12,2,CHP90,NA,4,NA,1,NA,1,NA,704
1999,9,704_1999,5,12,2,CHP90,NA,5,NA,2,NA,2,NA,704
2000,10,704_2000,4,12,2,CHP90,NA,4,NA,3,NA,3,NA,704
2001,11,704_2001,5,12,2,CHP90,NA,5,NA,4,NA,4,NA,704
2002,12,704_2002,5,12,3,CHP90,NA,NA,5,NA,NA,NA,NA,704
1996,6,704_1996,4.5,12,1,CHP90,4.5,NA,NA,0,0,NA,NA,704
1995,5,704_1995,4,12,1,CHP90,4,NA,NA,NA,NA,NA,NA,704
1979,5,5407_1979,4,9,1,CHRIS,4,NA,NA,NA,NA,NA,NA,5407
1981,7,5407_1981,4,9,1,CHRIS,4,NA,NA,NA,NA,NA,NA,5407
1982,8,5407_1982,4,9,2,CHRIS,NA,4,NA,NA,NA,NA,NA,5407
1983,9,5407_1983,4.5,9,2,CHRIS,NA,4.5,NA,0,NA,0,NA,5407
1978,4,5407_1978,4.5,9,1,CHRIS,4.5,NA,NA,NA,NA,NA,NA,5407
1999,4,756_1999,4.25,5,1,CHU95,4.25,NA,NA,NA,NA,NA,NA,756
2000,5,756_2000,4.5,5,1,CHU95,4.5,NA,NA,NA,NA,NA,NA,756
1998,3,756_1998,3,5,1,CHU95,3,NA,NA,0,0,NA,NA,756
1986,3,1682_1986,3,4,1,CLC83,3,NA,NA,NA,NA,NA,NA,1682
1987,4,1682_1987,3.5,4,1,CLC83,3.5,NA,NA,NA,NA,NA,NA,1682
1977,4,4172_1977,5.5,6,1,CLE73,5.5,NA,NA,0,0,NA,NA,4172
1978,5,4172_1978,5.5,6,1,CLE73,5.5,NA,NA,0,0,NA,NA,4172
1979,6,4172_1979,6,6,1,CLE73,6,NA,NA,0,0,NA,NA,4172
1998,12,4131_1998,4,12,3,CLIFF,NA,NA,4,0,NA,NA,0,4131
1997,11,4131_1997,5,12,2,CLIFF,NA,5,NA,0,NA,0,NA,4131
1995,9,4131_1995,4,12,2,CLIFF,NA,4,NA,0,NA,0,NA,4131
1993,7,4131_1993,4,12,1,CLIFF,4,NA,NA,0,0,NA,NA,4131
1982,3,2237_1982,4,11,1,CLM79,4,NA,NA,NA,NA,NA,NA,2237
1983,4,2237_1983,4,11,1,CLM79,4,NA,NA,NA,NA,NA,NA,2237
1984,5,2237_1984,5,11,1,CLM79,5,NA,NA,0,0,NA,NA,2237
1985,6,2237_1985,5,11,1,CLM79,5,NA,NA,NA,NA,NA,NA,2237
1986,7,2237_1986,5,11,1,CLM79,5,NA,NA,NA,NA,NA,NA,2237
1987,8,2237_1987,4.5,11,2,CLM79,NA,4.5,NA,NA,NA,NA,NA,2237
1988,9,2237_1988,5.5,11,2,CLM79,NA,5.5,NA,1,NA,1,NA,2237
1989,10,2237_1989,4,11,2,CLM79,NA,4,NA,NA,NA,NA,NA,2237
1990,11,2237_1990,4.25,11,2,CLM79,NA,4.25,NA,NA,NA,NA,NA,2237
1998,3,2411_1998,5.5,14,1,CLT95,5.5,NA,NA,0,0,NA,NA,2411
2001,6,2411_2001,8.25,14,1,CLT95,8.25,NA,NA,NA,NA,NA,NA,2411
2005,10,2411_2005,8,14,2,CLT95,NA,8,NA,1,NA,1,NA,2411
2009,14,2411_2009,8.5,14,3,CLT95,NA,NA,8.5,0,NA,NA,0,2411
2008,13,2411_2008,8.25,14,3,CLT95,NA,NA,8.25,0,NA,NA,0,2411
2007,12,2411_2007,9,14,3,CLT95,NA,NA,9,0,NA,NA,0,2411
2004,9,2411_2004,9,14,2,CLT95,NA,9,NA,3,NA,3,NA,2411
2006,11,2411_2006,7,14,2,CLT95,NA,7,NA,2,NA,2,NA,2411
2003,8,2411_2003,7.5,14,2,CLT95,NA,7.5,NA,2,NA,2,NA,2411
2000,5,2411_2000,6,14,1,CLT95,6,NA,NA,0,0,NA,NA,2411
1999,4,2411_1999,7,14,1,CLT95,7,NA,NA,0,0,NA,NA,2411
2010,4,5056_2010,4,6,1,CLV06,4,NA,NA,0,0,NA,NA,5056
2009,3,5056_2009,2.5,6,1,CLV06,2.5,NA,NA,0,0,NA,NA,5056
2011,5,5056_2011,4.5,6,1,CLV06,4.5,NA,NA,0,0,NA,NA,5056
2012,6,5056_2012,5.5,6,1,CLV06,5.5,NA,NA,NA,NA,NA,NA,5056
2014,5,646_2014,2.5,7,1,CLV09,2.5,NA,NA,0,0,NA,NA,646
2015,6,646_2015,2.5,7,1,CLV09,2.5,NA,NA,1,1,NA,NA,646
2016,7,646_2016,3,7,1,CLV09,3,NA,NA,NA,NA,NA,NA,646
2009,3,520_2009,3.5,3,1,CLW06,3.5,NA,NA,NA,NA,NA,NA,520
2014,6,678_2014,4,7,1,CMR08,4,NA,NA,0,0,NA,NA,678
2012,4,678_2012,2,7,1,CMR08,2,NA,NA,0,0,NA,NA,678
2015,7,678_2015,4,7,1,CMR08,4,NA,NA,0,0,NA,NA,678
2014,4,5809_2014,3,4,1,CMR10,3,NA,NA,NA,NA,NA,NA,5809
2013,3,5809_2013,3,4,1,CMR10,3,NA,NA,0,0,NA,NA,5809
2010,4,2090_2010,3,5,1,CMT06,3,NA,NA,1,1,NA,NA,2090
2009,3,2090_2009,3,5,1,CMT06,3,NA,NA,0,0,NA,NA,2090
2011,5,2090_2011,3,5,1,CMT06,3,NA,NA,1,1,NA,NA,2090
2011,3,290_2011,3.5,4,1,CND08,3.5,NA,NA,0,0,NA,NA,290
2012,4,290_2012,4,4,1,CND08,4,NA,NA,0,0,NA,NA,290
2015,3,5381_2015,3,8,1,CNK12,3,NA,NA,0,0,NA,NA,5381
2016,4,5381_2016,4,8,1,CNK12,4,NA,NA,0,0,NA,NA,5381
2017,5,5381_2017,4,8,1,CNK12,4,NA,NA,0,0,NA,NA,5381
2019,7,5381_2019,4,8,1,CNK12,4,NA,NA,0,0,NA,NA,5381
2020,8,5381_2020,5,8,2,CNK12,NA,5,NA,0,NA,0,NA,5381
2017,3,396_2017,3,6,1,CNK14,3,NA,NA,0,0,NA,NA,396
2018,4,396_2018,3.5,6,1,CNK14,3.5,NA,NA,0,0,NA,NA,396
2019,5,396_2019,3.5,6,1,CNK14,3.5,NA,NA,0,0,NA,NA,396
2020,6,396_2020,3.5,6,1,CNK14,3.5,NA,NA,0,0,NA,NA,396
2013,3,3888_2013,4,3,1,CNT10,4,NA,NA,0,0,NA,NA,3888
1980,3,3060_1980,3,4,1,COB77,3,NA,NA,NA,NA,NA,NA,3060
1981,4,3060_1981,4,4,1,COB77,4,NA,NA,NA,NA,NA,NA,3060
1986,3,3056_1986,4,3,1,COB83,4,NA,NA,NA,NA,NA,NA,3056
1977,3,5789_1977,6,11,1,COC74,6,NA,NA,NA,NA,NA,NA,5789
1978,4,5789_1978,8,11,1,COC74,8,NA,NA,NA,NA,NA,NA,5789
1979,5,5789_1979,8,11,1,COC74,8,NA,NA,NA,NA,NA,NA,5789
1980,6,5789_1980,7,11,1,COC74,7,NA,NA,NA,NA,NA,NA,5789
1981,7,5789_1981,7.5,11,1,COC74,7.5,NA,NA,NA,NA,NA,NA,5789
1982,8,5789_1982,8.75,11,2,COC74,NA,8.75,NA,NA,NA,NA,NA,5789
1983,9,5789_1983,7.75,11,2,COC74,NA,7.75,NA,NA,NA,NA,NA,5789
1984,10,5789_1984,9,11,2,COC74,NA,9,NA,NA,NA,NA,NA,5789
1985,11,5789_1985,8.75,11,2,COC74,NA,8.75,NA,NA,NA,NA,NA,5789
1983,6,5172_1983,4.5,6,1,COC77,4.5,NA,NA,NA,NA,NA,NA,5172
1982,5,5172_1982,4,6,1,COC77,4,NA,NA,0,0,NA,NA,5172
1981,4,5172_1981,4.5,6,1,COC77,4.5,NA,NA,NA,NA,NA,NA,5172
1980,3,5172_1980,4,6,1,COC77,4,NA,NA,NA,NA,NA,NA,5172
1983,4,2681_1983,4.5,4,1,COC79,4.5,NA,NA,NA,NA,NA,NA,2681
1985,4,3688_1985,4.625,4,1,COC81,4.625,NA,NA,0,0,NA,NA,3688
1987,4,1277_1987,3.5,4,1,COC83,3.5,NA,NA,NA,NA,NA,NA,1277
1977,4,5713_1977,4.125,12,1,COL73,4.125,NA,NA,NA,NA,NA,NA,5713
1979,6,5713_1979,5,12,1,COL73,5,NA,NA,NA,NA,NA,NA,5713
1980,7,5713_1980,6,12,1,COL73,6,NA,NA,NA,NA,NA,NA,5713
1981,8,5713_1981,5.5,12,2,COL73,NA,5.5,NA,NA,NA,NA,NA,5713
1982,9,5713_1982,5.25,12,2,COL73,NA,5.25,NA,NA,NA,NA,NA,5713
1983,10,5713_1983,4.25,12,2,COL73,NA,4.25,NA,NA,NA,NA,NA,5713
1984,11,5713_1984,4.5,12,2,COL73,NA,4.5,NA,NA,NA,NA,NA,5713
1985,12,5713_1985,5.5,12,3,COL73,NA,NA,5.5,NA,NA,NA,NA,5713
1978,5,5713_1978,5,12,1,COL73,5,NA,NA,0,0,NA,NA,5713
1979,3,3707_1979,3,6,1,COL76,3,NA,NA,NA,NA,NA,NA,3707
1980,4,3707_1980,3.25,6,1,COL76,3.25,NA,NA,NA,NA,NA,NA,3707
1982,6,3707_1982,4.125,6,1,COL76,4.125,NA,NA,NA,NA,NA,NA,3707
1981,5,3707_1981,4,6,1,COL76,4,NA,NA,NA,NA,NA,NA,3707
1990,8,1446_1990,4,13,2,CONFI,NA,4,NA,5,NA,5,NA,1446
1991,9,1446_1991,3.5,13,2,CONFI,NA,3.5,NA,2,NA,2,NA,1446
1995,13,1446_1995,2.5,13,3,CONFI,NA,NA,2.5,1,NA,NA,1,1446
1994,12,1446_1994,3.5,13,3,CONFI,NA,NA,3.5,0,NA,NA,0,1446
1993,11,1446_1993,3.75,13,2,CONFI,NA,3.75,NA,3,NA,3,NA,1446
1992,10,1446_1992,3,13,2,CONFI,NA,3,NA,0,NA,0,NA,1446
1989,7,1446_1989,3,13,1,CONFI,3,NA,NA,0,0,NA,NA,1446
1974,7,4926_1974,4.625,10,1,CONGA,4.625,NA,NA,NA,NA,NA,NA,4926
1975,8,4926_1975,4.75,10,2,CONGA,NA,4.75,NA,NA,NA,NA,NA,4926
1977,10,4926_1977,5,10,2,CONGA,NA,5,NA,NA,NA,NA,NA,4926
1973,6,4926_1973,5,10,1,CONGA,5,NA,NA,NA,NA,NA,NA,4926
1978,7,4397_1978,4,10,1,CORKS,4,NA,NA,0,0,NA,NA,4397
1981,10,4397_1981,4,10,2,CORKS,NA,4,NA,0,NA,0,NA,4397
1980,9,4397_1980,4,10,2,CORKS,NA,4,NA,3,NA,3,NA,4397
1979,8,4397_1979,4,10,2,CORKS,NA,4,NA,0,NA,0,NA,4397
1977,6,4397_1977,5,10,1,CORKS,5,NA,NA,1,1,NA,NA,4397
1986,6,3849_1986,5.5,6,1,COW80,5.5,NA,NA,NA,NA,NA,NA,3849
1985,5,3849_1985,5.5,6,1,COW80,5.5,NA,NA,0,0,NA,NA,3849
1983,3,3849_1983,4.5,6,1,COW80,4.5,NA,NA,NA,NA,NA,NA,3849
1974,3,2343_1974,5,3,1,COY71,5,NA,NA,NA,NA,NA,NA,2343
1979,3,3489_1979,2.5,12,1,COY76,2.5,NA,NA,NA,NA,NA,NA,3489
1980,4,3489_1980,4,12,1,COY76,4,NA,NA,NA,NA,NA,NA,3489
1981,5,3489_1981,4,12,1,COY76,4,NA,NA,NA,NA,NA,NA,3489
1985,9,3489_1985,4,12,2,COY76,NA,4,NA,NA,NA,NA,NA,3489
1986,10,3489_1986,4,12,2,COY76,NA,4,NA,NA,NA,NA,NA,3489
1987,11,3489_1987,4,12,2,COY76,NA,4,NA,NA,NA,NA,NA,3489
1988,12,3489_1988,4,12,3,COY76,NA,NA,4,NA,NA,NA,NA,3489
1986,11,2650_1986,3.25,13,2,CPBPT,NA,3.25,NA,1,NA,1,NA,2650
1987,12,2650_1987,3.5,13,3,CPBPT,NA,NA,3.5,0,NA,NA,0,2650
1988,13,2650_1988,4,13,3,CPBPT,NA,NA,4,0,NA,NA,0,2650
1985,10,2650_1985,3.5,13,2,CPBPT,NA,3.5,NA,1,NA,1,NA,2650
2012,3,1584_2012,4,3,1,CPY09,4,NA,NA,NA,NA,NA,NA,1584
1997,9,4898_1997,4,11,2,CRAGS,NA,4,NA,0,NA,0,NA,4898
1998,10,4898_1998,4,11,2,CRAGS,NA,4,NA,0,NA,0,NA,4898
1999,11,4898_1999,4,11,2,CRAGS,NA,4,NA,3,NA,3,NA,4898
1995,7,4898_1995,3,11,1,CRAGS,3,NA,NA,0,0,NA,NA,4898
1992,4,4898_1992,3,11,1,CRAGS,3,NA,NA,0,0,NA,NA,4898
2001,5,5686_2001,4,8,1,CRB96,4,NA,NA,NA,NA,NA,NA,5686
2002,6,5686_2002,4.5,8,1,CRB96,4.5,NA,NA,NA,NA,NA,NA,5686
2004,8,5686_2004,6,8,2,CRB96,NA,6,NA,0,NA,0,NA,5686
2000,4,5686_2000,4,8,1,CRB96,4,NA,NA,0,0,NA,NA,5686
1999,3,5686_1999,4,8,1,CRB96,4,NA,NA,0,0,NA,NA,5686
1983,3,564_1983,5,12,1,CRE80,5,NA,NA,NA,NA,NA,NA,564
1984,4,564_1984,5,12,1,CRE80,5,NA,NA,0,0,NA,NA,564
1985,5,564_1985,5,12,1,CRE80,5,NA,NA,0,0,NA,NA,564
1986,6,564_1986,5,12,1,CRE80,5,NA,NA,2,2,NA,NA,564
1987,7,564_1987,5.5,12,1,CRE80,5.5,NA,NA,4,4,NA,NA,564
1988,8,564_1988,5.5,12,2,CRE80,NA,5.5,NA,4,NA,4,NA,564
1989,9,564_1989,5,12,2,CRE80,NA,5,NA,0,NA,0,NA,564
1990,10,564_1990,6.5,12,2,CRE80,NA,6.5,NA,2,NA,2,NA,564
1991,11,564_1991,5.5,12,2,CRE80,NA,5.5,NA,0,NA,0,NA,564
1992,12,564_1992,6.5,12,3,CRE80,NA,NA,6.5,0,NA,NA,0,564
1987,3,3624_1987,1.5,5,1,CRE84,1.5,NA,NA,0,0,NA,NA,3624
1988,4,3624_1988,3,5,1,CRE84,3,NA,NA,NA,NA,NA,NA,3624
1989,5,3624_1989,3.5,5,1,CRE84,3.5,NA,NA,NA,NA,NA,NA,3624
1980,3,2470_1980,3,11,1,CRT77,3,NA,NA,NA,NA,NA,NA,2470
1981,4,2470_1981,3.25,11,1,CRT77,3.25,NA,NA,NA,NA,NA,NA,2470
1982,5,2470_1982,3.625,11,1,CRT77,3.625,NA,NA,0,0,NA,NA,2470
1983,6,2470_1983,5,11,1,CRT77,5,NA,NA,NA,NA,NA,NA,2470
1984,7,2470_1984,4,11,1,CRT77,4,NA,NA,NA,NA,NA,NA,2470
1985,8,2470_1985,4,11,2,CRT77,NA,4,NA,NA,NA,NA,NA,2470
1986,9,2470_1986,4,11,2,CRT77,NA,4,NA,NA,NA,NA,NA,2470
1987,10,2470_1987,4.5,11,2,CRT77,NA,4.5,NA,NA,NA,NA,NA,2470
1988,11,2470_1988,5,11,2,CRT77,NA,5,NA,NA,NA,NA,NA,2470
1992,9,1066_1992,4,9,2,CRUMP,NA,4,NA,16,NA,16,NA,1066
1991,8,1066_1991,4.5,9,2,CRUMP,NA,4.5,NA,1,NA,1,NA,1066
1998,8,4359_1998,5.5,8,2,CRY90,NA,5.5,NA,NA,NA,NA,NA,4359
2012,3,4511_2012,2.5,3,1,CSH09,2.5,NA,NA,NA,NA,NA,NA,4511
1998,3,5332_1998,4.5,13,1,CSK95,4.5,NA,NA,NA,NA,NA,NA,5332
2000,5,5332_2000,4.75,13,1,CSK95,4.75,NA,NA,0,0,NA,NA,5332
2001,6,5332_2001,5,13,1,CSK95,5,NA,NA,0,0,NA,NA,5332
2002,7,5332_2002,6,13,1,CSK95,6,NA,NA,3,3,NA,NA,5332
